NNLDESC,ClusterTitle,PathTitle,SOCTITLE,SOCCODE,EntryWage,MeanWage,Skills Required
LATER,Education,Professional Services,Registered Nurses,29-1141,50330,63300,"Patient care, clinical procedures, medical documentation, critical thinking"
NOW,Education,Support Services,Security Guards,33-9032,24700,36740,"Surveillance, security procedures, emergency response, conflict resolution"
NOW,Education,Support Services,Crossing Guards,33-9091,25410,29150,"Traffic control, pedestrian safety, public interaction, communication"
NOW,Education,Support Services,"Cooks, Institution and Cafeteria",35-2012,19200,24250,"Food preparation, institutional cooking, sanitation procedures, time management"
NOW,Education,Support Services,Food Preparation Workers,35-2021,18220,21480,"Knife skills, food handling, meal preparation, safety protocols"
NOW,Education,Support Services,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",35-3022,17960,20180,"Customer service, food handling, cash register operation, multitasking"
NOW,Education,Support Services,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,20110,25670,"Cleaning procedures, sanitation standards, time management, attention to detail"
NOW,Education,Support Services,Maids and Housekeeping Cleaners,37-2012,18870,22050,"Housekeeping skills, cleaning techniques, customer service, organization"
NOW,Education,Support Services,Landscaping and Groundskeeping Workers,37-3011,22400,28650,"Landscaping techniques, grounds maintenance, plant care, equipment operation"
NOW,Education,Support Services,Cashiers,41-2011,17890,21250,"Cash handling, customer service, communication, basic math"
NOW,Education,Support Services,"Bus Drivers, School or Special Client",53-3022,21430,30280,"Defensive driving, passenger safety, route planning, vehicle maintenance"
NEXT,Education,Support Services,Food Service Managers,Nov-51,34270,49980,"Food safety, restaurant management, customer service, leadership"
NEXT,Education,Support Services,Audio and Video Equipment Technicians,27-4011,30790,41830,"Audio/visual equipment operation, sound mixing, troubleshooting, video editing"
NEXT,Education,Support Services,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,22280,30750,"Team leadership, food handling, inventory management, customer service"
NEXT,Education,Support Services,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,28280,38580,"Housekeeping management, team supervision, cleaning standards, scheduling"
NEXT,Education,Support Services,"Supervisors of Landscaping, Lawn Service & Groundskeeping Workers",37-1012,36210,47030,"Landscaping supervision, equipment operation, team leadership, scheduling"
NEXT,Education,Support Services,"Maintenance and Repair Workers, General",49-9071,27790,38140,"Building maintenance, repair skills, HVAC knowledge, electrical work"
LATER,Education,Support Services,General and Operations Managers,11-1021,57360,106730,"Business operations, leadership, strategic planning, financial management"
NEXT,Energy,Engineering and Quality Control,Architectural and Civil Drafters,17-3011,38670,50970,"Drafting software, blueprint reading, technical drawing, CAD proficiency"
NEXT,Energy,Engineering and Quality Control,Electrical and Electronics Drafters,17-3012,43610,55370,"Electrical schematics, circuit design, CAD software, technical drawing"
NEXT,Energy,Engineering and Quality Control,Mechanical Drafters,17-3013,39640,51900,"Mechanical design, technical drafting, CAD proficiency, blueprint interpretation"
NEXT,Energy,Engineering and Quality Control,Civil Engineering Technicians,17-3022,39480,51060,"Surveying, infrastructure planning, CAD software, construction materials"
NEXT,Energy,Engineering and Quality Control,Electrical and Electronic Engineering Technicians,17-3023,49320,62330,"Circuitry, troubleshooting, testing equipment, programming"
NEXT,Energy,Engineering and Quality Control,Environmental Engineering Technicians,17-3025,31440,43840,"Environmental regulations, lab testing, data analysis, problem-solving"
NEXT,Energy,Engineering and Quality Control,Industrial Engineering Technicians,17-3026,42650,61840,"Process improvement, workflow optimization, data analysis, manufacturing"
NEXT,Energy,Engineering and Quality Control,Mechanical Engineering Technicians,17-3027,37960,53490,"Mechanical systems, technical troubleshooting, CAD software, material science"
LATER,Energy,Engineering and Quality Control,Architectural and Engineering Managers,Nov-41,106270,135440,"Project management, leadership, budgeting, engineering principles"
LATER,Energy,Engineering and Quality Control,Civil Engineers,17-2051,61710,85090,"Structural analysis, construction management, CAD software, surveying"
LATER,Energy,Engineering and Quality Control,Electrical Engineers,17-2071,73490,94530,"Circuit design, power systems, troubleshooting, programming"
LATER,Energy,Engineering and Quality Control,Environmental Engineers,17-2081,55490,75570,"Environmental regulations, sustainability, water treatment, waste management"
LATER,Energy,Engineering and Quality Control,Industrial Engineers,17-2112,65960,86620,"Process optimization, workflow analysis, manufacturing systems, quality control"
LATER,Energy,Engineering and Quality Control,Mechanical Engineers,17-2141,66350,86360,"Mechanical design, CAD software, thermodynamics, material science"
NEXT,Energy,Production,Electricians,47-2111,46530,61630,"Electrical wiring, blueprint reading, troubleshooting, safety compliance"
NEXT,Energy,Production,Sheet Metal Workers,47-2211,38160,63400,"Metal fabrication, welding, blueprint reading, HVAC systems"
NEXT,Energy,Production,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,39410,52870,"Circuitry, troubleshooting, testing equipment, industrial electronics"
NEXT,Energy,Production,Industrial Machinery Mechanics,49-9041,40560,54310,"Mechanical systems, troubleshooting, preventive maintenance, hydraulics"
NEXT,Energy,Production,First-Line Supervisors of Production and Operating Workers,51-1011,41920,57630,"Team leadership, production scheduling, quality control, conflict resolution"
NEXT,Energy,Production,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",51-4012,39610,51140,"CNC programming, machine operation, blueprint reading, precision machining"
NEXT,Energy,Production,Machinists,51-4041,32850,44660,"Metalworking, machine operation, blueprint interpretation, tool maintenance"
NEXT,Energy,Production,Chemical Plant and System Operators,51-8091,57280,68280,"Chemical processing, safety compliance, equipment monitoring, problem-solving"
NEXT,Energy,Production,Semiconductor Processors,51-9141,27840,36300,"Semiconductor manufacturing, cleanroom procedures, precision handling, data analysis"
LATER,Energy,Production,Industrial Production Managers,Nov-51,71430,101000,"Manufacturing management, production planning, quality assurance, operations oversight"
LATER,Energy,Production,Occupational Health and Safety Specialists,29-9011,48330,66990,"Workplace safety, risk assessment, OSHA regulations, accident prevention"
NOW,Financial and Professional,Business Operations,Receptionists and Information Clerks,43-4171,21040,26600,"Customer service, phone etiquette, organization, multitasking"
NOW,Financial and Professional,Business Operations,Data Entry Keyers,43-9021,26100,30830,"Data entry, typing speed, attention to detail, database management"
NOW,Financial and Professional,Business Operations,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,25250,30190,"Mail sorting, machine operation, time management, organization"
NOW,Financial and Professional,Business Operations,"Office Clerks, General",43-9061,22440,31640,"Data entry, record keeping, multitasking, customer service"
NEXT,Financial and Professional,Business Operations,First-Line Supervisors of Office and Administrative Support Workers,43-1011,41230,56110,"Leadership, team management, scheduling, conflict resolution"
NEXT,Financial and Professional,Business Operations,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,33250,40420,"HR software, data entry, employee relations, record management"
NEXT,Financial and Professional,Business Operations,Executive Secretaries and Executive Administrative Assistants,43-6011,44750,57460,"Calendar management, office administration, communication, problem-solving"
LATER,Financial and Professional,Business Operations,General and Operations Managers,11-1021,57360,106730,"Strategic planning, operations management, budgeting, leadership"
LATER,Financial and Professional,Business Operations,Administrative Services Managers,Nov-11,62290,89270,"Facility management, budgeting, contract negotiation, problem-solving"
LATER,Financial and Professional,Business Operations,Human Resources Managers,Nov-21,83320,119950,"Employee relations, recruitment, compliance, leadership"
LATER,Financial and Professional,Business Operations,Human Resources Specialists,13-1071,43630,63910,"Recruiting, HR policies, data analysis, communication"
LATER,Financial and Professional,Business Operations,Management Analysts,13-1111,56410,78850,"Business strategy, data analysis, process improvement, problem-solving"
LATER,Financial and Professional,Business Operations,"Compensation, Benefits & Job Analysis Specialists",13-1141,48980,65480,"Benefits administration, compensation analysis, HR policies, compliance"
LATER,Financial and Professional,Business Operations,Training and Development Specialists,13-1151,40250,59880,"Training development, instructional design, presentation skills, communication"
NOW,Financial and Professional,Financial and Insurance Services,Tellers,43-3071,21870,26250,"Cash handling, customer service, attention to detail, basic math"
NOW,Financial and Professional,Financial and Insurance Services,"Financial Clerks, All Other",43-3099,31290,40210,"Financial transactions, record keeping, customer service, organization"
NEXT,Financial and Professional,Financial and Insurance Services,"Claims Adjusters, Examiners, and Investigators",13-1031,47920,64130,"Claims processing, investigation, insurance policies, negotiation"
NEXT,Financial and Professional,Financial and Insurance Services,"Insurance Appraisers, Auto Damage",13-1032,62940,89790,"Auto damage assessment, insurance policies, negotiation, repair estimation"
NEXT,Financial and Professional,Financial and Insurance Services,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,28720,37800,"Accounting software, bookkeeping, financial reporting, attention to detail"
LATER,Financial and Professional,Financial and Insurance Services,Financial Managers,Nov-31,91630,134210,"Financial planning, risk management, leadership, budgeting"
LATER,Financial and Professional,Financial and Insurance Services,Accountants and Auditors,13-2011,48320,70180,"Financial reporting, auditing, tax preparation, attention to detail"
LATER,Financial and Professional,Financial and Insurance Services,Credit Analysts,13-2041,50110,76980,"Credit risk analysis, financial statement review, decision-making, data analysis"
LATER,Financial and Professional,Financial and Insurance Services,Financial Analysts,13-2051,61470,94930,"Investment analysis, financial modeling, risk assessment, forecasting"
LATER,Financial and Professional,Financial and Insurance Services,Personal Financial Advisors,13-2052,47780,89710,"Financial planning, investment strategies, risk assessment, client management"
LATER,Financial and Professional,Financial and Insurance Services,Insurance Underwriters,13-2053,44670,66380,"Risk assessment, underwriting software, decision-making, attention to detail"
LATER,Financial and Professional,Financial and Insurance Services,Financial Examiners,13-2061,46460,73660,"Regulatory compliance, risk management, financial analysis, auditing"
